Start date,End date,Mid date,Measured flow,Flow,Channel loss or routed flow,Last natural,Capacity,Minimum,GroupLink,Hydrologic state,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
1991-06-01,07/01/1991,06/16/1991,20554.56,3.4488233024691364,0,8939.35,299999999.99,0,(null),0,,,,,,,
1991-07-01,08/01/1991,07/16/1991,19471.97,5.903102598566309,0,15810.87,299999999.99,0,(null),0,,,,,,,
1991-08-01,09/01/1991,08/16/1991,10258.27,5.97677344683393,0,16008.19,299999999.99,0,(null),0,,,,,,,
1991-09-01,10/01/1991,09/16/1991,14696.64,5.570343364197531,0,14438.33,299999999.99,0,(null),0,,,,,,,
1991-10-01,11/01/1991,10/16/1991,15320.45,5.057989844683393,0,13547.32,299999999.99,0,(null),0,,,,,,,
1991-11-01,12/01/1991,11/16/1991,20424.96,4.210069444444445,0,10912.5,299999999.99,0,(null),0,,,,,,,
1991-12-01,01/01/1992,12/16/1991,19338.05,3.5049357825567506,0,9387.62,299999999.99,0,(null),0,,,,,,,
1992-01-01,02/01/1992,01/16/1992,14329.44,2.9088784348864998,0,7791.14,299999999.99,0,(null),0,,,,,,,
1992-02-01,03/01/1992,02/15/1992,9095.33,2.4283125798212004,0,6084.38,299999999.99,0,(null),0,,,,,,,
1992-03-01,04/01/1992,03/16/1992,7794.14,2.0278711170848265,0,5431.45,299999999.99,0,(null),0,,,,,,,
1992-04-01,05/01/1992,04/16/1992,8242.56,1.692253086419753,0,4386.32,299999999.99,0,(null),0,,,,,,,
1992-05-01,06/01/1992,05/16/1992,21507.55,2.5308542413381123,0,6778.64,299999999.99,0,(null),0,,,,,,,
1992-06-01,07/01/1992,06/16/1992,23846.4,4.352125771604938,0,11280.71,299999999.99,0,(null),0,,,,,,,
1992-07-01,08/01/1992,07/16/1992,13392.0,4.977949522102748,0,13332.94,299999999.99,0,(null),0,,,,,,,
1992-08-01,09/01/1992,08/16/1992,11651.04,4.581944444444445,0,12272.28,299999999.99,0,(null),0,,,,,,,
1992-09-01,10/01/1992,09/16/1992,12130.56,4.498927469135802,0,11661.22,299999999.99,0,(null),0,,,,,,,
1992-10-01,11/01/1992,10/16/1992,14704.42,3.9897102747909203,0,10686.04,299999999.99,0,(null),0,,,,,,,
1992-11-01,12/01/1992,11/16/1992,19258.56,3.326466049382716,0,8622.2,299999999.99,0,(null),0,,,,,,,
1992-12-01,01/01/1993,12/16/1992,18025.63,2.7693249701314215,0,7417.36,299999999.99,0,(null),0,,,,,,,
1993-01-01,02/01/1993,01/16/1993,12293.86,2.298375896057348,0,6155.97,299999999.99,0,(null),0,,,,,,,
1993-02-01,03/01/1993,02/15/1993,8926.85,1.9242683531746032,0,4655.19,299999999.99,0,(null),0,,,,,,,
1993-03-01,04/01/1993,03/16/1993,7687.01,1.6119287634408603,0,4317.39,299999999.99,0,(null),0,,,,,,,
1993-04-01,05/01/1993,04/16/1993,12882.24,1.7782986111111112,0,4609.35,299999999.99,0,(null),0,,,,,,,
1993-05-01,06/01/1993,05/16/1993,15748.99,4.505876642771804,0,12068.54,299999999.99,0,(null),0,,,,,,,
1993-06-01,07/01/1993,06/16/1993,15629.76,4.907804783950617,0,12721.03,299999999.99,0,(null),0,,,,,,,
1993-07-01,08/01/1993,07/16/1993,13579.49,5.493791069295101,0,14714.57,299999999.99,0,(null),0,,,,,,,
1993-08-01,09/01/1993,08/16/1993,9267.26,4.768630525686977,0,12772.3,299999999.99,0,(null),0,,,,,,,
1993-09-01,10/01/1993,09/16/1993,8035.2,4.08786651234568,0,10595.75,299999999.99,0,(null),0,,,,,,,
1993-10-01,11/01/1993,10/16/1993,10499.33,3.4844944743130224,0,9332.87,299999999.99,0,(null),0,,,,,,,
1993-11-01,12/01/1993,11/16/1993,12856.32,2.9003510802469137,0,7517.71,299999999.99,0,(null),0,,,,,,,
1993-12-01,01/01/1994,12/16/1993,13686.62,2.4145833333333333,0,6467.22,299999999.99,0,(null),0,,,,,,,
1994-01-01,02/01/1994,01/16/1994,9133.34,2.003957586618877,0,5367.4,299999999.99,0,(null),0,,,,,,,
1994-02-01,03/01/1994,02/15/1994,6023.81,1.6777819113756611,0,4058.89,299999999.99,0,(null),0,,,,,,,
1994-03-01,04/01/1994,03/16/1994,5249.66,1.4054472819593786,0,3764.35,299999999.99,0,(null),0,,,,,,,
1994-04-01,05/01/1994,04/16/1994,5469.12,1.1712461419753086,0,3035.87,299999999.99,0,(null),0,,,,,,,
1994-05-01,06/01/1994,05/16/1994,9883.3,1.1747162485065712,0,3146.36,299999999.99,0,(null),0,,,,,,,
1994-06-01,07/01/1994,06/16/1994,8424.0,1.833344907407407,0,4752.03,299999999.99,0,(null),0,,,,,,,
1994-07-01,08/01/1994,07/16/1994,24078.82,3.86307123655914,0,10346.85,299999999.99,0,(null),0,,,,,,,
1994-08-01,09/01/1994,08/16/1994,9401.18,4.320990143369175,0,11573.34,299999999.99,0,(null),0,,,,,,,
1994-09-01,10/01/1994,09/16/1994,7413.12,3.7328317901234565,0,9675.5,299999999.99,0,(null),0,,,,,,,
1994-10-01,11/01/1994,10/16/1994,8865.5,3.39449298088411,0,9091.81,299999999.99,0,(null),0,,,,,,,
1994-11-01,12/01/1994,11/16/1994,12804.48,2.8254359567901233,0,7323.53,299999999.99,0,(null),0,,,,,,,
1994-12-01,01/01/1995,12/16/1994,11677.82,2.352217741935484,0,6300.18,299999999.99,0,(null),0,,,,,,,
1995-01-01,02/01/1995,01/16/1995,7847.71,1.9521953405017922,0,5228.76,299999999.99,0,(null),0,,,,,,,
1995-02-01,03/01/1995,02/15/1995,5491.58,1.6344411375661376,0,3954.04,299999999.99,0,(null),0,,,,,,,
1995-03-01,04/01/1995,03/16/1995,4740.77,1.3691420250896058,0,3667.11,299999999.99,0,(null),0,,,,,,,
1995-04-01,05/01/1995,04/16/1995,4924.8,1.139621913580247,0,2953.9,299999999.99,0,(null),0,,,,,,,
1995-05-01,06/01/1995,05/16/1995,4955.04,0.9943511051373954,0,2663.27,299999999.99,0,(null),0,,,,,,,
1995-06-01,07/01/1995,06/16/1995,9720.0,1.8526890432098766,0,4802.17,299999999.99,0,(null),0,,,,,,,
1995-07-01,08/01/1995,07/16/1995,9267.26,2.774525836320191,0,7431.29,299999999.99,0,(null),0,,,,,,,
1995-08-01,09/01/1995,08/16/1995,10552.9,2.8010603345280765,0,7502.36,299999999.99,0,(null),0,,,,,,,
1995-09-01,10/01/1995,09/16/1995,8372.16,3.129679783950617,0,8112.13,299999999.99,0,(null),0,,,,,,,
1995-10-01,11/01/1995,10/16/1995,10338.62,2.7077135603345277,0,7252.34,299999999.99,0,(null),0,,,,,,,
1995-11-01,12/01/1995,11/16/1995,13271.04,2.2562422839506175,0,5848.18,299999999.99,0,(null),0,,,,,,,
1995-12-01,01/01/1996,12/16/1995,9160.13,1.8783527479091993,0,5030.98,299999999.99,0,(null),0,,,,,,,
1996-01-01,02/01/1996,01/16/1996,5035.39,1.5589157706093189,0,4175.4,299999999.99,0,(null),0,,,,,,,
1996-02-01,03/01/1996,02/15/1996,3382.56,1.301368933588761,0,3260.71,299999999.99,0,(null),0,,,,,,,
1996-03-01,04/01/1996,03/16/1996,2839.1,1.086768219832736,0,2910.8,299999999.99,0,(null),0,,,,,,,
1996-04-01,05/01/1996,04/16/1996,3058.56,0.9045833333333332,0,2344.68,299999999.99,0,(null),0,,,,,,,
1996-05-01,06/01/1996,05/16/1996,2999.81,0.7530764635603345,0,2017.04,299999999.99,0,(null),0,,,,,,,
1996-06-01,07/01/1996,06/16/1996,4587.84,0.626832561728395,0,1624.75,299999999.99,0,(null),0,,,,,,,
1996-07-01,08/01/1996,07/16/1996,4821.12,0.5319407108721625,0,1424.75,299999999.99,0,(null),0,,,,,,,
1996-08-01,09/01/1996,08/16/1996,7740.58,0.5968899342891278,0,1598.71,299999999.99,0,(null),0,,,,,,,
1996-09-01,10/01/1996,09/16/1996,4458.24,0.7110069444444446,0,1842.93,299999999.99,0,(null),0,,,,,,,
1996-10-01,11/01/1996,10/16/1996,5517.5,0.5919242831541219,0,1585.41,299999999.99,0,(null),0,,,,,,,
1996-11-01,12/01/1996,11/16/1996,5987.52,0.49269675925925915,0,1277.07,299999999.99,0,(null),0,,,,,,,
1996-12-01,01/01/1997,12/16/1996,4526.5,0.4101739844683393,0,1098.61,299999999.99,0,(null),0,,,,,,,
1997-01-01,02/01/1997,01/16/1997,6963.84,0.34041591995221027,0,911.77,299999999.99,0,(null),0,,,,,,,
1997-02-01,03/01/1997,02/15/1997,6507.65,0.28501157407407407,0,689.5,299999999.99,0,(null),0,,,,,,,
1997-03-01,04/01/1997,03/16/1997,6937.06,0.23874701314217445,0,639.46,299999999.99,0,(null),0,,,,,,,
1997-04-01,05/01/1997,04/16/1997,7076.16,0.19872299382716052,0,515.09,299999999.99,0,(null),0,,,,,,,
1997-05-01,06/01/1997,05/16/1997,11061.79,0.3409759557945042,0,913.27,299999999.99,0,(null),0,,,,,,,
1997-06-01,07/01/1997,06/16/1997,57620.16,4.2706790123456795,0,11069.6,299999999.99,0,(null),0,,,,,,,
1997-07-01,08/01/1997,07/16/1997,16927.49,5.246673387096774,0,14052.69,299999999.99,0,(null),0,,,,,,,
1997-08-01,09/01/1997,08/16/1997,24882.34,6.339486260454002,0,16979.68,299999999.99,0,(null),0,,,,,,,
1997-09-01,10/01/1997,09/16/1997,15240.96,8.626855709876544,0,22360.81,299999999.99,0,(null),0,,,,,,,
1997-10-01,11/01/1997,10/16/1997,14784.77,7.856418010752689,0,21042.63,299999999.99,0,(null),0,,,,,,,
1997-11-01,12/01/1997,11/16/1997,16277.76,6.682152777777778,0,17320.14,299999999.99,0,(null),0,,,,,,,
1997-12-01,01/01/1998,12/16/1997,26784.0,5.5629853643966545,0,14899.9,299999999.99,0,(null),0,,,,,,,
1998-01-01,02/01/1998,01/16/1998,21855.74,4.616935483870967,0,12366.0,299999999.99,0,(null),0,,,,,,,
1998-02-01,03/01/1998,02/15/1998,10523.52,3.865455522486773,0,9351.31,299999999.99,0,(null),0,,,,,,,
1998-03-01,04/01/1998,03/16/1998,7392.38,3.238015232974911,0,8672.7,299999999.99,0,(null),0,,,,,,,
1998-04-01,05/01/1998,04/16/1998,6894.72,2.7809375,0,7208.19,299999999.99,0,(null),0,,,,,,,
1998-05-01,06/01/1998,05/16/1998,5919.26,2.5013030167264034,0,6699.49,299999999.99,0,(null),0,,,,,,,
1998-06-01,07/01/1998,06/16/1998,5702.4,2.3485956790123454,0,6087.56,299999999.99,0,(null),0,,,,,,,
1998-07-01,08/01/1998,07/16/1998,4874.69,2.0551747311827957,0,5504.58,299999999.99,0,(null),0,,,,,,,
1998-08-01,09/01/1998,08/16/1998,4472.93,1.7056675627240145,0,4568.46,299999999.99,0,(null),0,,,,,,,
1998-09-01,10/01/1998,09/16/1998,5080.32,1.4876890432098766,0,3856.09,299999999.99,0,(null),0,,,,,,,
1998-10-01,11/01/1998,10/16/1998,4740.77,1.322069145758662,0,3541.03,299999999.99,0,(null),0,,,,,,,
1998-11-01,12/01/1998,11/16/1998,4302.72,1.1004436728395062,0,2852.35,299999999.99,0,(null),0,,,,,,,
1998-12-01,01/01/1999,12/16/1998,3964.03,0.9161327658303465,0,2453.77,299999999.99,0,(null),0,,,,,,,
1999-01-01,02/01/1999,01/16/1999,3696.19,0.7603307945041816,0,2036.47,299999999.99,0,(null),0,,,,,,,
1999-02-01,03/01/1999,02/15/1999,3362.69,0.6365782076719576,0,1540.01,299999999.99,0,(null),0,,,,,,,
1999-03-01,04/01/1999,03/16/1999,3374.78,0.5332437275985663,0,1428.24,299999999.99,0,(null),0,,,,,,,
1999-04-01,05/01/1999,04/16/1999,3576.96,0.44385802469135804,0,1150.48,299999999.99,0,(null),0,,,,,,,
1999-05-01,06/01/1999,05/16/1999,4205.09,0.3695153823178017,0,989.71,299999999.99,0,(null),0,,,,,,,
1999-06-01,07/01/1999,06/16/1999,5857.92,0.35100694444444447,0,909.81,299999999.99,0,(null),0,,,,,,,
1999-07-01,08/01/1999,07/16/1999,6749.57,0.9750746714456391,0,2611.64,299999999.99,0,(null),0,,,,,,,
1999-08-01,09/01/1999,08/16/1999,8785.15,1.4699410095579453,0,3937.09,299999999.99,0,(null),0,,,,,,,
1999-09-01,10/01/1999,09/16/1999,14204.16,3.1135108024691363,0,8070.22,299999999.99,0,(null),0,,,,,,,
1999-10-01,11/01/1999,10/16/1999,11838.53,3.0152927120669055,0,8076.16,299999999.99,0,(null),0,,,,,,,
1999-11-01,12/01/1999,11/16/1999,13478.4,2.5098109567901234,0,6505.43,299999999.99,0,(null),0,,,,,,,
1999-12-01,01/01/2000,12/16/1999,13204.51,2.0894526583034647,0,5596.39,299999999.99,0,(null),0,,,,,,,
2000-01-01,02/01/2000,01/16/2000,11490.34,1.7341136499402627,0,4644.65,299999999.99,0,(null),0,,,,,,,
2000-02-01,03/01/2000,02/15/2000,8143.2,1.4476293103448277,0,3627.18,299999999.99,0,(null),0,,,,,,,
2000-03-01,04/01/2000,03/16/2000,6829.92,1.2089008363201912,0,3237.92,299999999.99,0,(null),0,,,,,,,
2000-04-01,05/01/2000,04/16/2000,6220.8,1.0062422839506173,0,2608.18,299999999.99,0,(null),0,,,,,,,
2000-05-01,06/01/2000,05/16/2000,5865.7,0.8377128136200718,0,2243.73,299999999.99,0,(null),0,,,,,,,
2000-06-01,07/01/2000,06/16/2000,42275.52,7.687125771604938,0,19925.03,299999999.99,0,(null),0,,,,,,,
2000-07-01,08/01/2000,07/16/2000,13472.35,5.822800925925927,0,15595.79,299999999.99,0,(null),0,,,,,,,
2000-08-01,09/01/2000,08/16/2000,9588.67,5.92736335125448,0,15875.85,299999999.99,0,(null),0,,,,,,,
2000-09-01,10/01/2000,09/16/2000,16925.76,5.728962191358025,0,14849.47,299999999.99,0,(null),0,,,,,,,
2000-10-01,11/01/2000,10/16/2000,18400.61,5.289068100358422,0,14166.24,299999999.99,0,(null),0,,,,,,,
2000-11-01,12/01/2000,11/16/2000,17988.48,4.402407407407408,0,11411.04,299999999.99,0,(null),0,,,,,,,
2000-12-01,01/01/2001,12/16/2000,22391.42,3.665064964157706,0,9816.51,299999999.99,0,(null),0,,,,,,,
2001-01-01,02/01/2001,01/16/2001,14865.12,3.041774940262844,0,8147.09,299999999.99,0,(null),0,,,,,,,
2001-02-01,03/01/2001,02/15/2001,9338.11,2.5466807208994715,0,6160.93,299999999.99,0,(null),0,,,,,,,
2001-03-01,04/01/2001,03/16/2001,7954.85,2.1332997311827957,0,5713.83,299999999.99,0,(null),0,,,,,,,
2001-04-01,05/01/2001,04/16/2001,7128.0,1.775679012345679,0,4602.56,299999999.99,0,(null),0,,,,,,,
2001-05-01,06/01/2001,05/16/2001,9374.4,1.6288381123058544,0,4362.68,299999999.99,0,(null),0,,,,,,,
2001-06-01,07/01/2001,06/16/2001,8735.04,2.3251466049382716,0,6026.78,299999999.99,0,(null),0,,,,,,,
2001-07-01,08/01/2001,07/16/2001,30587.33,2.973715651135006,0,7964.8,299999999.99,0,(null),0,,,,,,,
2001-08-01,09/01/2001,08/16/2001,17543.52,6.3893518518518535,0,17113.24,299999999.99,0,(null),0,,,,,,,
2001-09-01,10/01/2001,09/16/2001,13374.72,6.521909722222222,0,16904.79,299999999.99,0,(null),0,,,,,,,
2001-10-01,11/01/2001,10/16/2001,13740.19,5.429573626045401,0,14542.57,299999999.99,0,(null),0,,,,,,,
2001-11-01,12/01/2001,11/16/2001,16407.36,4.519367283950618,0,11714.2,299999999.99,0,(null),0,,,,,,,
2001-12-01,01/01/2002,12/16/2001,18186.34,3.7624290621266434,0,10077.29,299999999.99,0,(null),0,,,,,,,
2002-01-01,02/01/2002,01/16/2002,13579.49,3.1225806451612907,0,8363.52,299999999.99,0,(null),0,,,,,,,
2002-02-01,03/01/2002,02/15/2002,11152.51,2.614335317460317,0,6324.6,299999999.99,0,(null),0,,,,,,,
2002-03-01,04/01/2002,03/16/2002,13177.73,2.189979091995221,0,5865.64,299999999.99,0,(null),0,,,,,,,
2002-04-01,05/01/2002,04/16/2002,12363.84,1.8228510802469138,0,4724.83,299999999.99,0,(null),0,,,,,,,
2002-05-01,06/01/2002,05/16/2002,21480.77,1.845023148148148,0,4941.71,299999999.99,0,(null),0,,,,,,,
2002-06-01,07/01/2002,06/16/2002,18558.72,6.517885802469136,0,16894.36,299999999.99,0,(null),0,,,,,,,
2002-07-01,08/01/2002,07/16/2002,19927.3,5.192163231780167,0,13906.69,299999999.99,0,(null),0,,,,,,,
2002-08-01,09/01/2002,08/16/2002,24801.98,8.402968189964158,0,22506.51,299999999.99,0,(null),0,,,,,,,
2002-09-01,10/01/2002,09/16/2002,13582.08,7.735154320987653,0,20049.52,299999999.99,0,(null),0,,,,,,,
2002-10-01,11/01/2002,10/16/2002,17998.85,6.613056302270013,0,17712.41,299999999.99,0,(null),0,,,,,,,
2002-11-01,12/01/2002,11/16/2002,18843.84,5.504448302469136,0,14267.53,299999999.99,0,(null),0,,,,,,,
2002-12-01,01/01/2003,12/16/2002,24078.82,4.582530615292712,0,12273.85,299999999.99,0,(null),0,,,,,,,
2003-01-01,02/01/2003,01/16/2003,16418.59,3.8032108721624853,0,10186.52,299999999.99,0,(null),0,,,,,,,
2003-02-01,03/01/2003,02/15/2003,8902.66,3.1841765873015877,0,7703.16,299999999.99,0,(null),0,,,,,,,
2003-03-01,04/01/2003,03/16/2003,7070.98,2.6673275089605735,0,7144.17,299999999.99,0,(null),0,,,,,,,
2003-04-01,05/01/2003,04/16/2003,5676.48,2.2201774691358023,0,5754.7,299999999.99,0,(null),0,,,,,,,
2003-05-01,06/01/2003,05/16/2003,8249.47,1.9506011051373955,0,5224.49,299999999.99,0,(null),0,,,,,,,
2003-06-01,07/01/2003,06/16/2003,11819.52,2.683618827160494,0,6955.94,299999999.99,0,(null),0,,,,,,,
2003-07-01,08/01/2003,07/16/2003,10713.6,3.374279420549582,0,9037.67,299999999.99,0,(null),0,,,,,,,
2003-08-01,09/01/2003,08/16/2003,7338.82,3.4544616188769415,0,9252.43,299999999.99,0,(null),0,,,,,,,
2003-09-01,10/01/2003,09/16/2003,6920.64,2.9956944444444447,0,7764.84,299999999.99,0,(null),0,,,,,,,
2003-10-01,11/01/2003,10/16/2003,11222.5,2.8569481780167263,0,7652.05,299999999.99,0,(null),0,,,,,,,
2003-11-01,12/01/2003,11/16/2003,13841.28,2.3780131172839507,0,6163.81,299999999.99,0,(null),0,,,,,,,
2003-12-01,01/01/2004,12/16/2003,11597.47,1.9797267025089609,0,5302.5,299999999.99,0,(null),0,,,,,,,
2004-01-01,02/01/2004,01/16/2004,6856.7,1.6430480884109915,0,4400.74,299999999.99,0,(null),0,,,,,,,
2004-02-01,03/01/2004,02/15/2004,5136.48,1.3716036079182632,0,3436.69,299999999.99,0,(null),0,,,,,,,
2004-03-01,04/01/2004,03/16/2004,4767.55,1.1454226403823178,0,3067.9,299999999.99,0,(null),0,,,,,,,
2004-04-01,05/01/2004,04/16/2004,5417.28,0.9534027777777778,0,2471.22,299999999.99,0,(null),0,,,,,,,
2004-05-01,06/01/2004,05/16/2004,5463.94,0.7937163978494624,0,2125.89,299999999.99,0,(null),0,,,,,,,
2004-06-01,07/01/2004,06/16/2004,7516.8,0.9087461419753086,0,2355.47,299999999.99,0,(null),0,,,,,,,
2004-07-01,08/01/2004,07/16/2004,10874.3,1.3106444145758662,0,3510.43,299999999.99,0,(null),0,,,,,,,
2004-08-01,09/01/2004,08/16/2004,8115.55,1.9968899342891278,0,5348.47,299999999.99,0,(null),0,,,,,,,
2004-09-01,10/01/2004,09/16/2004,9227.52,2.518649691358025,0,6528.34,299999999.99,0,(null),0,,,,,,,
2004-10-01,11/01/2004,10/16/2004,8972.64,2.249089008363202,0,6023.96,299999999.99,0,(null),0,,,,,,,
2004-11-01,12/01/2004,11/16/2004,14152.32,2.4214814814814813,0,6276.48,299999999.99,0,(null),0,,,,,,,
2004-12-01,01/01/2005,12/16/2004,12267.07,2.3185558542413385,0,6210.02,299999999.99,0,(null),0,,,,,,,
2005-01-01,02/01/2005,01/16/2005,10954.66,1.924260752688172,0,5153.94,299999999.99,0,(null),0,,,,,,,
2005-02-01,03/01/2005,02/15/2005,8733.31,1.6110532407407407,0,3897.46,299999999.99,0,(null),0,,,,,,,
2005-03-01,04/01/2005,03/16/2005,8169.12,1.3495519713261648,0,3614.64,299999999.99,0,(null),0,,,,,,,
2005-04-01,05/01/2005,04/16/2005,7231.68,1.1233101851851852,0,2911.62,299999999.99,0,(null),0,,,,,,,
2005-05-01,06/01/2005,05/16/2005,12400.99,1.4768891875746715,0,3955.7,299999999.99,0,(null),0,,,,,,,
2005-06-01,07/01/2005,06/16/2005,26438.4,5.113356481481482,0,13253.82,299999999.99,0,(null),0,,,,,,,
2005-07-01,08/01/2005,07/16/2005,13472.35,7.212593339307048,0,19318.21,299999999.99,0,(null),0,,,,,,,
2005-08-01,09/01/2005,08/16/2005,24507.36,8.46671520310633,0,22677.25,299999999.99,0,(null),0,,,,,,,
2005-09-01,10/01/2005,09/16/2005,13556.16,9.580729166666666,0,24833.25,299999999.99,0,(null),0,,,,,,,
2005-10-01,11/01/2005,10/16/2005,19257.7,8.24186454599761,0,22075.01,299999999.99,0,(null),0,,,,,,,
2005-11-01,12/01/2005,11/16/2005,20813.76,6.8650771604938265,0,17794.28,299999999.99,0,(null),0,,,,,,,
2005-12-01,01/01/2006,12/16/2005,21855.74,5.715266577060932,0,15307.77,299999999.99,0,(null),0,,,,,,,
2006-01-01,02/01/2006,01/16/2006,16472.16,4.743320639187575,0,12704.51,299999999.99,0,(null),0,,,,,,,
2006-02-01,03/01/2006,02/15/2006,9265.54,3.971271494708995,0,9607.3,299999999.99,0,(null),0,,,,,,,
2006-03-01,04/01/2006,03/16/2006,7338.82,3.3266539725209086,0,8910.11,299999999.99,0,(null),0,,,,,,,
2006-04-01,05/01/2006,04/16/2006,6220.8,2.76897762345679,0,7177.19,299999999.99,0,(null),0,,,,,,,
2006-05-01,06/01/2006,05/16/2006,6696.0,2.3052083333333337,0,6174.27,299999999.99,0,(null),0,,,,,,,
2006-06-01,07/01/2006,06/16/2006,11352.96,3.059853395061728,0,7931.14,299999999.99,0,(null),0,,,,,,,
2006-07-01,08/01/2006,07/16/2006,28792.8,7.520519713261648,0,20142.96,299999999.99,0,(null),0,,,,,,,
2006-08-01,09/01/2006,08/16/2006,15534.72,6.658516278375148,0,17834.17,299999999.99,0,(null),0,,,,,,,
2006-09-01,10/01/2006,09/16/2006,11819.52,6.40877314814815,0,16611.54,299999999.99,0,(null),0,,,,,,,
2006-10-01,11/01/2006,10/16/2006,16632.86,6.132000448028674,0,16423.95,299999999.99,0,(null),0,,,,,,,
2006-11-01,12/01/2006,11/16/2006,19543.68,5.310713734567902,0,13765.37,299999999.99,0,(null),0,,,,,,,
2006-12-01,01/01/2007,12/16/2006,22284.29,4.421240292712067,0,11841.85,299999999.99,0,(null),0,,,,,,,
2007-01-01,02/01/2007,01/16/2007,10901.09,3.66935857228196,0,9828.01,299999999.99,0,(null),0,,,,,,,
2007-02-01,03/01/2007,02/15/2007,7209.22,3.072110615079365,0,7432.05,299999999.99,0,(null),0,,,,,,,
2007-03-01,04/01/2007,03/16/2007,5946.05,2.573446833930705,0,6892.72,299999999.99,0,(null),0,,,,,,,
2007-04-01,05/01/2007,04/16/2007,5054.4,2.1420408950617285,0,5552.17,299999999.99,0,(null),0,,,,,,,
2007-05-01,06/01/2007,05/16/2007,5008.61,1.7832735961768218,0,4776.32,299999999.99,0,(null),0,,,,,,,
2007-06-01,07/01/2007,06/16/2007,9927.36,2.783603395061729,0,7215.1,299999999.99,0,(null),0,,,,,,,
2007-07-01,08/01/2007,07/16/2007,9240.48,4.014926821983273,0,10753.58,299999999.99,0,(null),0,,,,,,,
2007-08-01,09/01/2007,08/16/2007,7338.82,4.46269041218638,0,11952.87,299999999.99,0,(null),0,,,,,,,
2007-09-01,10/01/2007,09/16/2007,10238.4,4.039891975308643,0,10471.4,299999999.99,0,(null),0,,,,,,,
2007-10-01,11/01/2007,10/16/2007,10606.46,3.3632653823178016,0,9008.17,299999999.99,0,(null),0,,,,,,,
2007-11-01,12/01/2007,11/16/2007,10938.24,2.7994444444444446,0,7256.16,299999999.99,0,(null),0,,,,,,,
2007-12-01,01/01/2008,12/16/2007,9669.02,2.3305779569892473,0,6242.22,299999999.99,0,(null),0,,,,,,,
2008-01-01,02/01/2008,01/16/2008,8061.98,1.9342368578255675,0,5180.66,299999999.99,0,(null),0,,,,,,,
2008-02-01,03/01/2008,02/15/2008,6639.84,1.614683109833972,0,4045.75,299999999.99,0,(null),0,,,,,,,
2008-03-01,04/01/2008,03/16/2008,6749.57,1.3484206989247314,0,3611.61,299999999.99,0,(null),0,,,,,,,
2008-04-01,05/01/2008,04/16/2008,7387.2,1.1223649691358026,0,2909.17,299999999.99,0,(null),0,,,,,,,
2008-05-01,06/01/2008,05/16/2008,23569.92,3.655899044205495,0,9791.96,299999999.99,0,(null),0,,,,,,,
2008-06-01,07/01/2008,06/16/2008,16355.52,6.110235339506172,0,15837.73,299999999.99,0,(null),0,,,,,,,
2008-07-01,08/01/2008,07/16/2008,13365.22,5.215023894862605,0,13967.92,299999999.99,0,(null),0,,,,,,,
