Start date,End date,Mid date,Measured flow,Flow,Channel loss or routed flow,Last natural,Capacity,Minimum,GroupLink,Hydrologic state,,,,,,,
04/01/2001,05/01/2001,04/16/2001,1607.04,3805.94,0,3805.94,299999999.99,0,(null),0,,,,,,,
05/01/2001,06/01/2001,05/16/2001,3106.94,3607.59,0,3607.59,299999999.99,0,(null),0,,,,,,,
06/01/2001,07/01/2001,06/16/2001,2903.04,4983.65,0,4983.65,299999999.99,0,(null),0,,,,,,,
07/01/2001,08/01/2001,07/16/2001,6428.16,6586.24,0,6586.24,299999999.99,0,(null),0,,,,,,,
08/01/2001,09/01/2001,08/16/2001,7713.79,14151.26,0,14151.26,299999999.99,0,(null),0,,,,,,,
09/01/2001,10/01/2001,09/16/2001,6791.04,13978.89,0,13978.89,299999999.99,0,(null),0,,,,,,,
10/01/2001,11/01/2001,10/16/2001,10847.52,12025.53,0,12025.53,299999999.99,0,(null),0,,,,,,,
11/01/2001,12/01/2001,11/16/2001,15215.04,9686.69,0,9686.69,299999999.99,0,(null),0,,,,,,,
12/01/2001,01/01/2002,12/16/2001,15213.31,8333.1,0,8333.1,299999999.99,0,(null),0,,,,,,,
01/01/2002,02/01/2002,01/16/2002,5142.53,6915.96,0,6915.96,299999999.99,0,(null),0,,,,,,,
02/01/2002,03/01/2002,02/15/2002,3459.46,5229.93,0,5229.93,299999999.99,0,(null),0,,,,,,,
03/01/2002,04/01/2002,03/16/2002,3428.35,4850.41,0,4850.41,299999999.99,0,(null),0,,,,,,,
04/01/2002,05/01/2002,04/16/2002,3888,3907.05,0,3907.05,299999999.99,0,(null),0,,,,,,,
05/01/2002,06/01/2002,05/16/2002,6722.78,4086.39,0,4086.39,299999999.99,0,(null),0,,,,,,,
06/01/2002,07/01/2002,06/16/2002,15629.76,13970.27,0,13970.27,299999999.99,0,(null),0,,,,,,,
07/01/2002,08/01/2002,07/16/2002,5678.21,11499.71,0,11499.71,299999999.99,0,(null),0,,,,,,,
08/01/2002,09/01/2002,08/16/2002,14865.12,18611.06,0,18611.06,299999999.99,0,(null),0,,,,,,,
09/01/2002,10/01/2002,09/16/2002,10342.08,16579.33,0,16579.33,299999999.99,0,(null),0,,,,,,,
10/01/2002,11/01/2002,10/16/2002,13981.25,14646.73,0,14646.73,299999999.99,0,(null),0,,,,,,,
11/01/2002,12/01/2002,11/16/2002,23276.16,11798.09,0,11798.09,299999999.99,0,(null),0,,,,,,,
12/01/2002,01/01/2003,12/16/2002,22525.34,10149.47,0,10149.47,299999999.99,0,(null),0,,,,,,,
01/01/2003,02/01/2003,01/16/2003,14141.95,8423.43,0,8423.43,299999999.99,0,(null),0,,,,,,,
02/01/2003,03/01/2003,02/15/2003,7910.78,6369.89,0,6369.89,299999999.99,0,(null),0,,,,,,,
03/01/2003,04/01/2003,03/16/2003,5544.29,5907.65,0,5907.65,299999999.99,0,(null),0,,,,,,,
04/01/2003,05/01/2003,04/16/2003,7179.84,4758.67,0,4758.67,299999999.99,0,(null),0,,,,,,,
05/01/2003,06/01/2003,05/16/2003,4821.12,4320.22,0,4320.22,299999999.99,0,(null),0,,,,,,,
06/01/2003,07/01/2003,06/16/2003,5546.88,5751.99,0,5751.99,299999999.99,0,(null),0,,,,,,,
07/01/2003,08/01/2003,07/16/2003,5330.02,7473.42,0,7473.42,299999999.99,0,(null),0,,,,,,,
08/01/2003,09/01/2003,08/16/2003,3374.78,7651.01,0,7651.01,299999999.99,0,(null),0,,,,,,,
09/01/2003,10/01/2003,09/16/2003,3265.92,6420.9,0,6420.9,299999999.99,0,(null),0,,,,,,,
10/01/2003,11/01/2003,10/16/2003,6535.3,6327.63,0,6327.63,299999999.99,0,(null),0,,,,,,,
11/01/2003,12/01/2003,11/16/2003,8968.32,5096.97,0,5096.97,299999999.99,0,(null),0,,,,,,,
12/01/2003,01/01/2004,12/16/2003,4928.26,4384.74,0,4384.74,299999999.99,0,(null),0,,,,,,,
01/01/2004,02/01/2004,01/16/2004,3080.16,3639.06,0,3639.06,299999999.99,0,(null),0,,,,,,,
02/01/2004,03/01/2004,02/15/2004,2480.54,2841.87,0,2841.87,299999999.99,0,(null),0,,,,,,,
03/01/2004,04/01/2004,03/16/2004,2410.56,2536.9,0,2536.9,299999999.99,0,(null),0,,,,,,,
04/01/2004,05/01/2004,04/16/2004,2540.16,2043.5,0,2043.5,299999999.99,0,(null),0,,,,,,,
05/01/2004,06/01/2004,05/16/2004,2812.32,1757.95,0,1757.95,299999999.99,0,(null),0,,,,,,,
06/01/2004,07/01/2004,06/16/2004,2358.72,1947.78,0,1947.78,299999999.99,0,(null),0,,,,,,,
07/01/2004,08/01/2004,07/16/2004,3053.38,2902.84,0,2902.84,299999999.99,0,(null),0,,,,,,,
08/01/2004,09/01/2004,08/16/2004,3749.76,4422.76,0,4422.76,299999999.99,0,(null),0,,,,,,,
09/01/2004,10/01/2004,09/16/2004,4639.68,5398.41,0,5398.41,299999999.99,0,(null),0,,,,,,,
10/01/2004,11/01/2004,10/16/2004,4526.5,4981.33,0,4981.33,299999999.99,0,(null),0,,,,,,,
11/01/2004,12/01/2004,11/16/2004,7257.6,5190.13,0,5190.13,299999999.99,0,(null),0,,,,,,,
12/01/2004,01/01/2005,12/16/2004,5463.94,5135.18,0,5135.18,299999999.99,0,(null),0,,,,,,,
01/01/2005,02/01/2005,01/16/2005,3615.84,4261.89,0,4261.89,299999999.99,0,(null),0,,,,,,,
02/01/2005,03/01/2005,02/15/2005,2709.5,3222.88,0,3222.88,299999999.99,0,(null),0,,,,,,,
03/01/2005,04/01/2005,03/16/2005,3374.78,2989.01,0,2989.01,299999999.99,0,(null),0,,,,,,,
04/01/2005,05/01/2005,04/16/2005,4069.44,2407.67,0,2407.67,299999999.99,0,(null),0,,,,,,,
05/01/2005,06/01/2005,05/16/2005,4365.79,3271.05,0,3271.05,299999999.99,0,(null),0,,,,,,,
06/01/2005,07/01/2005,06/16/2005,10108.8,10959.84,0,10959.84,299999999.99,0,(null),0,,,,,,,
07/01/2005,08/01/2005,07/16/2005,5169.31,15974.59,0,15974.59,299999999.99,0,(null),0,,,,,,,
08/01/2005,09/01/2005,08/16/2005,9936.86,18752.24,0,18752.24,299999999.99,0,(null),0,,,,,,,
09/01/2005,10/01/2005,09/16/2005,11793.6,20535.09,0,20535.09,299999999.99,0,(null),0,,,,,,,
10/01/2005,11/01/2005,10/16/2005,12427.78,18254.24,0,18254.24,299999999.99,0,(null),0,,,,,,,
11/01/2005,12/01/2005,11/16/2005,22991.04,14714.42,0,14714.42,299999999.99,0,(null),0,,,,,,,
12/01/2005,01/01/2006,12/16/2005,21427.2,12658.28,0,12658.28,299999999.99,0,(null),0,,,,,,,
01/01/2006,02/01/2006,01/16/2006,12293.86,10505.59,0,10505.59,299999999.99,0,(null),0,,,,,,,
02/01/2006,03/01/2006,02/15/2006,5491.58,7944.45,0,7944.45,299999999.99,0,(null),0,,,,,,,
03/01/2006,04/01/2006,03/16/2006,4660.42,7367.94,0,7367.94,299999999.99,0,(null),0,,,,,,,
04/01/2006,05/01/2006,04/16/2006,4847.04,5934.95,0,5934.95,299999999.99,0,(null),0,,,,,,,
05/01/2006,06/01/2006,05/16/2006,4955.04,5105.62,0,5105.62,299999999.99,0,(null),0,,,,,,,
06/01/2006,07/01/2006,06/16/2006,4847.04,6558.41,0,6558.41,299999999.99,0,(null),0,,,,,,,
07/01/2006,08/01/2006,07/16/2006,11945.66,16656.59,0,16656.59,299999999.99,0,(null),0,,,,,,,
08/01/2006,09/01/2006,08/16/2006,6133.54,14747.41,0,14747.41,299999999.99,0,(null),0,,,,,,,
09/01/2006,10/01/2006,09/16/2006,5572.8,13736.4,0,13736.4,299999999.99,0,(null),0,,,,,,,
10/01/2006,11/01/2006,10/16/2006,10874.3,13581.27,0,13581.27,299999999.99,0,(null),0,,,,,,,
11/01/2006,12/01/2006,11/16/2006,18377.28,11382.85,0,11382.85,299999999.99,0,(null),0,,,,,,,
12/01/2006,01/01/2007,12/16/2006,14731.2,9792.25,0,9792.25,299999999.99,0,(null),0,,,,,,,
01/01/2007,02/01/2007,01/16/2007,7231.68,8126.97,0,8126.97,299999999.99,0,(null),0,,,,,,,
02/01/2007,03/01/2007,02/15/2007,3991.68,6145.7,0,6145.7,299999999.99,0,(null),0,,,,,,,
03/01/2007,04/01/2007,03/16/2007,3749.76,5699.72,0,5699.72,299999999.99,0,(null),0,,,,,,,
04/01/2007,05/01/2007,04/16/2007,4510.08,4591.19,0,4591.19,299999999.99,0,(null),0,,,,,,,
05/01/2007,06/01/2007,05/16/2007,4526.5,3949.63,0,3949.63,299999999.99,0,(null),0,,,,,,,
06/01/2007,07/01/2007,06/16/2007,4173.12,5966.3,0,5966.3,299999999.99,0,(null),0,,,,,,,
07/01/2007,08/01/2007,07/16/2007,3964.03,8892.34,0,8892.34,299999999.99,0,(null),0,,,,,,,
08/01/2007,09/01/2007,08/16/2007,5463.94,9884.05,0,9884.05,299999999.99,0,(null),0,,,,,,,
09/01/2007,10/01/2007,09/16/2007,5339.52,8659,0,8659,299999999.99,0,(null),0,,,,,,,
10/01/2007,11/01/2007,10/16/2007,5946.05,7449.03,0,7449.03,299999999.99,0,(null),0,,,,,,,
11/01/2007,12/01/2007,11/16/2007,7128,6000.26,0,6000.26,299999999.99,0,(null),0,,,,,,,
12/01/2007,01/01/2008,12/16/2007,5383.58,5161.81,0,5161.81,299999999.99,0,(null),0,,,,,,,
01/01/2008,02/01/2008,01/16/2008,3696.19,4283.98,0,4283.98,299999999.99,0,(null),0,,,,,,,
02/01/2008,03/01/2008,02/15/2008,3081.89,3345.51,0,3345.51,299999999.99,0,(null),0,,,,,,,
03/01/2008,04/01/2008,03/16/2008,3535.49,2986.5,0,2986.5,299999999.99,0,(null),0,,,,,,,
04/01/2008,05/01/2008,04/16/2008,3784.32,2405.65,0,2405.65,299999999.99,0,(null),0,,,,,,,
05/01/2008,06/01/2008,05/16/2008,9240.48,8097.16,0,8097.16,299999999.99,0,(null),0,,,,,,,
06/01/2008,07/01/2008,06/16/2008,10160.64,13096.51,0,13096.51,299999999.99,0,(null),0,,,,,,,
07/01/2008,08/01/2008,07/16/2008,5276.45,11550.34,0,11550.34,299999999.99,0,(null),0,,,,,,,
08/01/2008,09/01/2008,08/16/2008,10793.95,18379.71,0,18379.71,299999999.99,0,(null),0,,,,,,,
09/01/2008,10/01/2008,09/16/2008,8061.12,14005.23,0,14005.23,299999999.99,0,(null),0,,,,,,,
10/01/2008,11/01/2008,10/16/2008,11195.71,12072.88,0,12072.88,299999999.99,0,(null),0,,,,,,,
11/01/2008,12/01/2008,11/16/2008,20632.32,9724.83,0,9724.83,299999999.99,0,(null),0,,,,,,,
12/01/2008,01/01/2009,12/16/2008,12159.94,8365.92,0,8365.92,299999999.99,0,(null),0,,,,,,,
01/01/2009,02/01/2009,01/16/2009,6079.97,6943.19,0,6943.19,299999999.99,0,(null),0,,,,,,,
02/01/2009,03/01/2009,02/15/2009,4499.71,5250.52,0,5250.52,299999999.99,0,(null),0,,,,,,,
03/01/2009,04/01/2009,03/16/2009,4767.55,4869.5,0,4869.5,299999999.99,0,(null),0,,,,,,,
04/01/2009,05/01/2009,04/16/2009,4380.48,3922.43,0,3922.43,299999999.99,0,(null),0,,,,,,,
05/01/2009,06/01/2009,05/16/2009,4205.09,3374.33,0,3374.33,299999999.99,0,(null),0,,,,,,,
06/01/2009,07/01/2009,06/16/2009,4173.12,4023.95,0,4023.95,299999999.99,0,(null),0,,,,,,,
07/01/2009,08/01/2009,07/16/2009,4151.52,6104.78,0,6104.78,299999999.99,0,(null),0,,,,,,,
08/01/2009,09/01/2009,08/16/2009,4365.79,7786.78,0,7786.78,299999999.99,0,(null),0,,,,,,,
09/01/2009,10/01/2009,09/16/2009,8009.28,14218.18,0,14218.18,299999999.99,0,(null),0,,,,,,,
10/01/2009,11/01/2009,10/16/2009,6749.57,10746.51,0,10746.51,299999999.99,0,(null),0,,,,,,,
11/01/2009,12/01/2009,11/16/2009,9771.84,8772.22,0,8772.22,299999999.99,0,(null),0,,,,,,,
12/01/2009,01/01/2010,12/16/2009,10365.41,7546.42,0,7546.42,299999999.99,0,(null),0,,,,,,,
